Airport_Code,Airport_Name,City_Name,Country_Name,Country_Code,Latitude,Longitude
BIN,Bamiyan,Bamiyan,Afghanistan,AF,34.8,67.816667
BST,Bost,Bost,Afghanistan,AF,31.55,64.366667
CCN,Chakcharan,Chakcharan,Afghanistan,AF,34.533333,65.266667
DAZ,Darwaz,Darwaz,Afghanistan,AF,38.466667,70.883333
FBD,Faizabad,Faizabad,Afghanistan,AF,37.083333,70.5
FAH,Farah,Farah,Afghanistan,AF,32.366667,62.166667
GRG,Gardez,Gardez,Afghanistan,AF,33.616667,69.116667
GZI,Ghazni,Ghazni,Afghanistan,AF,33,68.416667
HEA,Herat,Herat,Afghanistan,AF,34.183333,62.233333
JAA,Jalalabad,Jalalabad,Afghanistan,AF,34.4,70.5
KDH,Kandahar,Kandahar,Afghanistan,AF,31.5,65.85
KHT,Khost,Khost,Afghanistan,AF,33.333333,69.95
KWH,Khwahan,Khwahan,Afghanistan,AF,37.883333,70.2
KBL,Khwaja Rawash,Kabul,Afghanistan,AF,34.565833,69.212222
UND,Kunduz,Kunduz,Afghanistan,AF,36.65,68.883333
KUR,Kuran-O-Munjan,Kuran-O-Munjan,Afghanistan,AF,38.4,71.116667
MMZ,Maimana,Maimana,Afghanistan,AF,35.916667,64.733333
MZR,Mazar-i-sharif,Mazar-i-sharif,Afghanistan,AF,36.706944,67.209722
IMZ,Nimroz,Nimroz,Afghanistan,AF,31.1,61.933333
LQN,Qala Nau,Qala Nau,Afghanistan,AF,34.95,63.666667
SBF,Sardeh Band,Sardeh Band,Afghanistan,AF,33.297778,68.631667
SGA,Sheghnan,Sheghnan,Afghanistan,AF,38.033333,71.716667
TQN,Taluqan,Taluqan,Afghanistan,AF,36.5,69.5
TII,Tirinkot,Tirinkot,Afghanistan,AF,32.628611,65.8775
URZ,Uruzgan,Uruzgan,Afghanistan,AF,32.9,66.616667
ZAJ,Zaranj,Zaranj,Afghanistan,AF,31.1,61.883333
RDB,Red Dog,Red Dog,Alaska,US,68.032222,-162.899167
TIA,Rinas Mother Teresa,Tirana,Albania,AL,41.414722,19.720556
AZR,Adrar,Adrar,Algeria,DZ,27.883333,-0.283333
TMR,Aguemar,Tamanrasset,Algeria,DZ,37.063611,6.5275
OGX,Ain Beida,Ouargla,Algeria,DZ,31.916667,5.4
BUJ,Ain Eddis,Boussaada,Algeria,DZ,35.3325,4.206389
CZL,Ain El Bey,Constantine,Algeria,DZ,36.285278,6.619167
BLJ,Batna,Batna,Algeria,DZ,35.55,6.166667
BJA,Bejaia,Bejaia,Algeria,DZ,36.75,5.083333
BSK,Biskra,Biskra,Algeria,DZ,34.8,5.733333
BMW,Bordj Badji Mokhtar,Bordj Badji Mokhtar,Algeria,DZ,21.133333,1.066667
TID,Bouchekif Abde Al-hafidh Boussof,Tiaret,Algeria,DZ,14.1,-16.483333
ELG,Djamet,El Golea,Algeria,DZ,30.571389,2.859722
ORN,Es Senia,Oran,Algeria,DZ,35.616667,-0.616667
GBB,Gara Djebilet,Gara Djebilet,Algeria,DZ,26.15,-7.35
ELU,Guemar,El Oued,Algeria,DZ,33.516667,6.783333
ALG,Houari Boumediene,Algiers,Algeria,DZ,36.783333,3.05
VVZ,Illizi,Illizi,Algeria,DZ,26.483333,8.466667
IAM,In Amenas,In Amenas,Algeria,DZ,28.051667,9.642778
INZ,In Salah,In Salah,Algeria,DZ,27.25,2.516667
DJG,Inedbirenne,Djanet,Algeria,DZ,24.45,9.5
GJL,Jijel,Jijel,Algeria,DZ,36.8,5.883333
KDF,Kouba,Kouba,Algeria,DZ,7.8,15.65
CBH,Leger,Bechar,Algeria,DZ,31.65,-2.25
AAE,Les Salines,Annaba,Algeria,DZ,36.833333,8
MUW,Mascara,Mascara,Algeria,DZ,35.75,0.016667
MZW,Mechria,Mechria,Algeria,DZ,33.55,-0.283333
MQV,Mostaganem,Mostaganem,Algeria,DZ,43.247778,17.785556
INF,Newark Liberty International,In Guezzam,Algeria,DZ,19.566667,5.75
GHA,Noumerate,Ghardaia,Algeria,DZ,32.383333,3.816667
HME,Oued Irara Apt,Hassi Messaoud,Algeria,DZ,31.666667,6.15
QSF,Setif,Setif,Algeria,DZ,36.191389,5.409444
SKI,Skikda,Skikda,Algeria,DZ,36.869444,6.95
TAF,Tafaraoui,Oran,Algeria,DZ,35.716667,-0.716667
TMX,Timimoun,Timimoun,Algeria,DZ,29.25,-0.25
TIN,Tindouf,Tindouf,Algeria,DZ,27.674167,-8.147778
TGR,Touggourt,Touggourt,Algeria,DZ,33.1,6.066667
TLM,Zenata,Tlemcen,Algeria,DZ,34.878333,-1.315
FTI,Fitiuta,Fitiuta,American Samoa,AS,-14.216667,-169.45
PPG,International,Pago Pago,American Samoa,AS,-14.333333,-170.716667
OFU,Ofu,Ofu,American Samoa,AS,-14.183333,-169.7
TAV,Tau,Tau,American Samoa,AS,-14.229167,-169.511111
ALV,Andorra La Vella H/P,Andorra La Vella,Andorra,AD,42.5,1.516667
LAD,4 de Fevereiro,Luanda,Angola,AO,-8.85,13.233333
AZZ,Ambriz,Ambriz,Angola,AO,-7.883333,13.15
AAZ,Ambriz,Ambriz,Angola,AO,-7.862222,13.116111
ANL,Andulo,Andulo,Angola,AO,-11.5,16.75
CAB,Cabinda,Cabinda,Angola,AO,-5.55,12.183333
CFF,Cafunfo,Cafunfo,Angola,AO,-8.766667,18
CNZ,Cangamba,Cangamba,Angola,AO,-13.683333,19.883333
KNP,Capanda,Capanda,Angola,AO,-9.766944,15.450278
CBT,Catumbela,Catumbela,Angola,AO,-12.483333,13.483333
CAV,Cazombo,Cazombo,Angola,AO,-11.883333,22.933333
PGI,Chitato,Chitato,Angola,AO,-7.35,20.95
CTI,Cuito Cuanavale,Cuito Cuanavale,Angola,AO,-15.166667,19.166667
DRC,Dirico,Dirico,Angola,AO,-17.966667,20.783333
DUE,Dundo,Dundo,Angola,AO,-7.4,20.816667
BUG,Gen V Deslandes,Benguela,Angola,AO,-12.608889,13.403611
NOV,Huambo,Huambo,Angola,AO,-12.783333,15.766667
JMB,Jamba,Jamba,Angola,AO,-14.700278,16.083333
SVP,Kuito,Kuito,Angola,AO,-12.404722,16.9475
UAL,Luau,Luau,Angola,AO,-10.783333,20.5
SDD,Lubango,Lubango,Angola,AO,-14.916667,13.483333
LUO,Luena,Luena,Angola,AO,-11.768056,19.897778
LBZ,Lukapa,Lukapa,Angola,AO,-8.416667,20.75
GGC,Lumbala,Lumbala,Angola,AO,-14.116667,21.433333
LZM,Luzamba,Luzamba,Angola,AO,-4.966667,23.45
MEG,Malange,Malange,Angola,AO,-9.533333,16.333333
SPP,Menongue,Menongue,Angola,AO,-14.633333,17.733333
MSZ,Namibe,Namibe,Angola,AO,-15.208611,12.160833
NDF,Ndalatandos,Ndalatandos,Angola,AO,-13.783333,16.716667
GXG,Negage,Negage,Angola,AO,-7.516667,15.833333
NGV,Ngiva,Ngiva,Angola,AO,23.076111,34.374444
VPE,Ongiva,Ongiva,Angola,AO,-17.05,15.6
PBN,Porto Amboim,Porto Amboim,Angola,AO,-10.7,13.75
VHC,Saurimo,Saurimo,Angola,AO,-9.75,20.55
SZA,Soyo,Soyo,Angola,AO,-6.146389,12.363889
NDD,Sumbe,Sumbe,Angola,AO,-11.166667,13.866667
UGO,Uige,Uige,Angola,AO,-7.583333,14.983333
CEO,Waco Kungo,Waco Kungo,Angola,AO,-13.333333,14.5
XGN,Xangongo,Xangongo,Angola,AO,-16.75,14.967222
AXA,Wallblake,Anguilla,Anguilla,AI,18.204722,-63.055
TNM,Teniente R. Marsh Martin,Teniente R. Marsh Martin,Antarctica,AQ,62.190833,-58.986667
BBQ,Barbuda,Barbuda,Antigua and Barbuda,AG,17.6,-61.783333
ANU,V. C. Bird Intl,St. John's,Antigua And Barbuda,AG,17.136667,-61.792778
REL,Almirante Zar,Trelew,Argentina,AR,-43.210556,-65.270278
ARR,Alto Rio Senguerr,Alto Rio Senguerr,Argentina,AR,-45.166667,-71
AEP,Arpt. Jorge Newbery,Buenos Aires,Argentina,AR,-34.559167,-58.415556
TUC,Benj Matienzo,Tucuman,Argentina,AR,-26.816667,-65.216667
CSZ,Brigadier Hector Ruiz,Coronel Suarez,Argentina,AR,-37.466667,-61.916667
CVI,Caleta Olivia,Caleta Olivia,Argentina,AR,-46.433333,-67.516667
CNQ,Camba Punta,Corrientes,Argentina,AR,-27.45,-58.766667
IRJ,Capitan Vicente Almando,La Rioja,Argentina,AR,-29.381667,-66.795833
CPG,Carmen De Patagones,Carmen De Patagones,Argentina,AR,-40.8,-62.983333
CTC,Catamarca,Catamarca,Argentina,AR,-28.448333,-65.779722
IGR,Cataratas,Iguazu,Argentina,AR,-25.583333,-54.333333
CVH,Caviahue,Caviahue,Argentina,AR,-37.916667,-71.013889
CRR,Ceres,Ceres,Argentina,AR,-29.866667,-61.833333
CPC,Chapelco,San Martin DeLos Andes,Argentina,AR,-40.083333,-71.133333
CNT,Charata,Charata,Argentina,AR,-27.216667,-61.216667
CLX,Clorinda,Clorinda,Argentina,AR,-25.333333,-57.666667
CCT,Colonia Catriel,Colonia Catriel,Argentina,AR,-37.85,-67.866667
OLN,Colonia Sarmiento,Colonia Sarmiento,Argentina,AR,-45.583333,-69
BHI,Comandante,Bahia Blanca,Argentina,AR,-38.716667,-62.183333
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,AR,-45.783333,-67.466667
COC,Concordia,Concordia,Argentina,AR,-31.3,-58.016667
UZU,Curuzu Cuatia,Curuzu Cuatia,Argentina,AR,-29.783333,-58.016667
CUT,Cutral,Cutral,Argentina,AR,-38.966667,-69.25
EHL,El Bolson,El Bolson,Argentina,AR,-41.966667,-71.516667
JUJ,El Cadillal,Jujuy,Argentina,AR,-24.233333,-65.266667
FTE,El Calafate,El Calafate,Argentina,AR,-50.280278,-72.053056
EMX,El Maiten,El Maiten,Argentina,AR,-42.068056,-71.155556
EPA,El Palomar,El Palomar,Argentina,AR,-28.083333,-64.283333
MDZ,El Plumerillo,Mendoza,Argentina,AR,-32.833333,-68.783333
FMA,El Pucu,Formosa,Argentina,AR,-26.212778,-58.228056
PMY,El Tehuelche,Puerto Madryn,Argentina,AR,-42.733333,-65.066667
ELO,Eldorado,Eldorado,Argentina,AR,-26.4,-54.633333
EQS,Esquel,Esquel,Argentina,AR,-42.916667,-71.15
EZE,Ezeiza Ministro Pistarini,Buenos Aires,Argentina,AR,-34.822222,-58.535833
ROS,Fisherton,Rosario,Argentina,AR,-32.833333,-60.716667
SLA,Gen Belgrano,Salta,Argentina,AR,-24.85,-65.483333
GPO,General Pico,General Pico,Argentina,AR,-35.7,-63.75
GNR,General Roca,General Roca,Argentina,AR,-39.033333,-67.583333
VGS,General Villegas,General Villegas,Argentina,AR,-35.033333,-63.016667
GGS,Gobernador Gregores,Gobernador Gregores,Argentina,AR,-48.766667,-70.2
OYA,Goya,Goya,Argentina,AR,-29.1,-59.25
GHU,Gualeguaychu,Gualeguaychu,Argentina,AR,-33.016667,-58.583333
IGB,Ingeniero Jacobacci,Ingeniero Jacobacci,Argentina,AR,-41.3,-69.583333
RGL,Internacional,Rio Gallegos,Argentina,AR,-51.65,-69.2
BRC,International,San Carlos DeBariloche,Argentina,AR,-41.133333,-71.166667
USH,Islas Malvinas,Ushuaia,Argentina,AR,-54.843333,-68.295833
JSM,Jose De San Martin,Jose De San Martin,Argentina,AR,-44.033333,-70.466667
JNI,Junin,Junin,Argentina,AR,-34.583333,-60.966667
LCM,La Cumbre,La Cumbre,Argentina,AR,-31,-64.533333
LPG,La Plata,La Plata,Argentina,AR,-34.916667,-57.95
ING,Lago Argentino,Lago Argentino,Argentina,AR,-50.333333,-72.25
LHS,Las Heras,Las Heras,Argentina,AR,-46.533333,-68.95
LLS,Las Lomitas,Las Lomitas,Argentina,AR,-24.7,-60.6
LCP,Loncopue,Loncopue,Argentina,AR,-38.066667,-70.616667
LMD,Los Menucos,Los Menucos,Argentina,AR,-40.833333,-68.133333
LGS,Malargue,Malargue,Argentina,AR,-35.493611,-69.574167
MQD,Maquinchao,Maquinchao,Argentina,AR,-41.25,-68.733333
MDQ,Mar Del Plata,Mar Del Plata,Argentina,AR,-37.934167,-57.573333
MDX,Mercedes,Mercedes,Argentina,AR,-29.216944,-58.083333
MJR,Miramar,Miramar,Argentina,AR,-38.216667,-57.866667
MCS,Monte Caseros,Monte Caseros,Argentina,AR,-30.266667,-57.633333
NEC,Necochea,Necochea,Argentina,AR,-38.666667,-58.75
NQN,Neuquen,Neuquen,Argentina,AR,-38.95,-68.133333
OVR,Olavarria,Olavarria,Argentina,AR,-35.7,-63
ORA,Oran,Oran,Argentina,AR,-23.15,-64.316667
COR,Pajas Blancas,Cordoba,Argentina,AR,-31.316667,-64.216667
PRA,Parana,Parana,Argentina,AR,-31.783333,-60.483333
AOL,Paso De Los Libres,Paso De Los Libres,Argentina,AR,-29.683333,-57.15
PEH,Pehuajo,Pehuajo,Argentina,AR,-35.8,-61.883333
PMQ,Perito Moreno,Perito Moreno,Argentina,AR,-46.535,-70.983333
PSS,Posadas,Posadas,Argentina,AR,-27.416667,-55.95
PRQ,Pres. Roque Saenz Pena,Pres. Roque Saenz Pena,Argentina,AR,-26.766667,-60.266667
PUD,Puerto Deseado,Puerto Deseado,Argentina,AR,-47.716667,-65.916667
RCQ,Reconquista,Reconquista,Argentina,AR,-29.183333,-59.7
RES,Resistencia,Resistencia,Argentina,AR,-27.466667,-58.983333
RCU,Rio Cuarto,Rio Cuarto,Argentina,AR,-33.1,-64.266667
RGA,Rio Grande,Rio Grande,Argentina,AR,-53.783333,-67.766667
RHD,Rio Hondo,Rio Hondo,Argentina,AR,-27.466667,-64.916667
ROY,Rio Mayo,Rio Mayo,Argentina,AR,-45.719444,-70.251389
RYO,Rio Turbio,Rio Turbio,Argentina,AR,-51.6,-72.216667
SZQ,Saenz Pena,Saenz Pena,Argentina,AR,-34.616667,-58.533333
OES,San Antonio Oeste,San Antonio Oeste,Argentina,AR,-40.733333,-64.933333
UAQ,San Juan,San Juan,Argentina,AR,-31.6,-68.55
ULA,San Julian,San Julian,Argentina,AR,-49.3,-67.75
LUQ,San Luis,San Luis,Argentina,AR,-33.266667,-66.333333
AFA,San Rafael,San Rafael,Argentina,AR,-34.583333,-68.4
RZA,Santa Cruz,Santa Cruz,Argentina,AR,-50.033333,-68.583333
SFN,Santa Fe,Santa Fe,Argentina,AR,-31.716667,-60.816667
RSA,Santa Rosa,Santa Rosa,Argentina,AR,-36.616667,-64.283333
SST,Santa Teresita,Santa Teresita,Argentina,AR,-35.266667,-59.633333
SDE,Santiago Del Estero,Santiago Del Estero,Argentina,AR,-27.766667,-64.283333
SGV,Sierra Grande,Sierra Grande,Argentina,AR,-41.5,-65.35
TDL,Tandil,Tandil,Argentina,AR,-37.233333,-59.216667
TTG,Tartagal,Tartagal,Argentina,AR,-26.216667,-64.15
VCF,Valcheta,Valcheta,Argentina,AR,-40.7,-66.15
RLO,Valle Del Conlara,Merlo,Argentina,AR,-32.35,-65.033333
VDM,Viedma,Viedma,Argentina,AR,-40.85,-63.016667
VDR,Villa Dolores,Villa Dolores,Argentina,AR,-31.95,-65.15
VLG,Villa Gesell,Villa Gesell,Argentina,AR,-38.016667,-57.583333
VME,Villa Mercedes,Villa Mercedes,Argentina,AR,-33.633333,-65.416667
APZ,Zapala,Zapala,Argentina,AR,-38.916667,-70.083333
LWN,Gyoumri,Gyoumri,Armenia,AM,40.716667,43.833333
EVN,Zvartnots,Yerevan,Armenia,AM,40.147222,44.395833
AUA,Reina Beatrix,Aruba,Aruba,AW,12.5,-70.016667
VCD,Victoria River Downs,Victoria River Downs,Australia,AU,-16.405,131.003333
ABG,Abingdon,Abingdon,Australia,AU,-17.666667,143.2
ADL,Adelaide International Airport,Adelaide,Australia,AU,-34.945,138.530556
XHX,Adelaide Keswick Rail,Adelaide,Australia,AU,-33.1375,136.303056
AGW,Agnew,Agnew,Australia,AU,-12.15,142.15
ALH,Albany,Albany,Australia,AU,-34.95,117.8
ABX,Albury,Albury,Australia,AU,-36.066667,146.95
AXL,Alexandria,Alexandria,Australia,AU,-19.116667,136.766667
ASP,Alice Springs,Alice Springs,Australia,AU,-23.8,133.883333
XHW,Alice Springs Railway,Alice Springs,Australia,AU,-23.566667,145.8
ABH,Alpha,Alpha,Australia,AU,-23.7,146.583333
AYD,Alroy Downs,Alroy Downs,Australia,AU,-19.3,135.95
AWN,Alton Downs,Alton Downs,Australia,AU,-26.483333,139.316667
GTE,Alyangula,Groote Eylandt,Australia,AU,-14,136.5
AMT,Amata,Amata,Australia,AU,-26.2,131.116667
RCN,American River,American River,Australia,AU,-35.783333,137.783333
AMX,Ammaroo,Ammaroo,Australia,AU,-21.74,135.24
ADO,Andamooka,Andamooka,Australia,AU,-30.437778,137.137222
ANZ,Angus Downs,Angus Downs,Australia,AU,-25.083333,132.166667
AYL,Anthony Lagoon,Anthony Lagoon,Australia,AU,-18.016667,135.55
AXC,Aramac,Aramac,Australia,AU,-23.083333,145.25
ARY,Ararat,Ararat,Australia,AU,-37.309444,142.988611
GYL,Argyle,Argyle,Australia,AU,-16.640833,128.45
AGY,Argyle Downs,Argyle Downs,Australia,AU,-16.35,128.75
ARM,Armidale,Armidale,Australia,AU,-30.533333,151.616667
AAB,Arrabury,Arrabury,Australia,AU,-26.75,141
AUD,Augustus Downs,Augustus Downs,Australia,AU,-18.666667,139.933333
AUU,Aurukun Mission,Aurukun Mission,Australia,AU,-13.353889,141.720833
AWP,Austral Downs,Austral Downs,Australia,AU,-20.333333,137.25
AVG,Auvergne,Auvergne,Australia,AU,-15.75,129.916667
AVV,Avalon,Geelong,Australia,AU,-38.033333,144.466667
AYR,Ayr,Ayr,Australia,AU,-19.666667,147.366667
BDD,Badu Island,Badu Island,Australia,AU,-10.116667,142.133333
BSJ,Bairnsdale,Bairnsdale,Australia,AU,-37.883333,147.566667
LCN,Balcanoona,Balcanoona,Australia,AU,-30.533333,139.316667
BQW,Balgo Hills,Balgo Hills,Australia,AU,-20.133333,127.8
BNK,Ballina Byron Gateway,Ballina,Australia,AU,-28.868889,153.5625
BZD,Balranald,Balranald,Australia,AU,-34.633333,143.55
ABM,Bamaga Injinoo,"Bamaga, Queensland",Australia,AU,-10.950833,142.459444
BYX,Baniyala,Baniyala,Australia,AU,-13.2,136.233333
BCI,Barcaldine,Barcaldine,Australia,AU,-23.666667,145.333333
BKP,Barkly Downs,Barkly Downs,Australia,AU,-21.033333,138.25
BWB,Barrow Island,Barrow Island,Australia,AU,-20.8,115.383333
BVW,Batavia Downs,Batavia Downs,Australia,AU,-12.45,143.25
BRT,Bathurst Island,Bathurst Island,Australia,AU,-11.766667,130.633333
BEE,Beagle Bay,Beagle Bay,Australia,AU,-12.983333,141.6
BDW,Bedford Downs,Bedford Downs,Australia,AU,-17.3,127.466667
BEU,Bedourie,Bedourie,Australia,AU,-24.333333,139.366667
BXF,Belburn,Belburn,Australia,AU,64.233333,12.5
BEO,Belmont,Newcastle,Australia,AU,-33.033333,151.666667
BLN,Benalla,Benalla,Australia,AU,-36.55,145.983333
BXG,Bendigo,Bendigo,Australia,AU,-36.739444,144.329722
BTX,Betoota,Betoota,Australia,AU,-25.633333,140.8
BVZ,Beverley Springs,Beverley Springs,Australia,AU,-17.983333,125.45
BCZ,Bickerton Island,Bickerton Island,Australia,AU,-13.783333,137.8
BBE,Big Bell,Big Bell,Australia,AU,-27.416667,117.666667
BIW,Billiluna,Billiluna,Australia,AU,-19.583333,127.633333
ZBL,Biloela,Biloela,Australia,AU,-24.4,150.5
BVI,Birdsville,"Birdsville, Queensland",Australia,AU,-25.8975,139.3475
BZP,Bizant,Bizant,Australia,AU,-15.216667,144.633333
BKQ,Blackall,Blackall,Australia,AU,-24.416667,145.416667
BLT,Blackwater,Blackwater,Australia,AU,-23.583333,148.883333
BFC,Bloomfield,Bloomfield,Australia,AU,-15.9,145.333333
GIC,Boigu Island,Boigu Island,Australia,AU,-9.266667,142.2
BLS,Bollon,Bollon,Australia,AU,-28.033333,147.366667
BCK,Bolwarra,Bolwarra,Australia,AU,-17.4,144.166667
BOX,Borroloola,Borroloola,Australia,AU,-16.083333,136.3
BQL,Boulia,Boulia,Australia,AU,-22.966667,139.966667
BRK,Bourke,Bourke,Australia,AU,-30.05,145.95
ZBO,Bowen,Bowen,Australia,AU,-20.016667,148.216667
BMP,Brampton Island,Brampton Island,Australia,AU,-20.783333,149.233333
BWQ,Brewarrina,Brewarrina,Australia,AU,-29.966667,146.816667
BRJ,Bright,Bright,Australia,AU,-36.733333,146.966667
BHT,Brighton Downs,Brighton Downs,Australia,AU,-23.5,141.633333
BNE,Brisbane International,Brisbane,Australia,AU,-27.383333,153.116667
BHQ,Broken Hill,Broken Hill,Australia,AU,-32,141.466667
BME,Broome,"Broome, Western Australia",Australia,AU,-17.944722,122.231667
BTD,Brunette Downs,Brunette Downs,Australia,AU,-18.633333,135.933333
BIP,Bulimba,Bulimba,Australia,AU,-16.15,143.75
BUY,Bunbury,Bunbury,Australia,AU,-33.378333,115.676667
BDB,Bundaberg,Bundaberg,Australia,AU,-24.903889,152.318611
BUC,Burketown,Burketown,Australia,AU,-17.75,139.533333
BWT,Burnie Wynyard,Burnie,Australia,AU,-41,145.733333
BQB,Bussellton,Bussellton,Australia,AU,-33.6925,115.395278
CGV,Caiguna,Caiguna,Australia,AU,-32.266667,125.466667
CNS,Cairns,Cairns,Australia,AU,-16.883333,145.75
CUD,Caloundra,Caloundra,Australia,AU,-26.8,153.15
CDU,Camden,Camden,Australia,AU,-34.040278,150.687222
CFI,Camfield,Camfield,Australia,AU,-17.15,131.35
CML,Camooweal,Camooweal,Australia,AU,-19.916667,138.133333
CBR,Canberra,Canberra,Australia,AU,-35.306944,149.195
CBY,Canobie,Canobie,Australia,AU,-19.633333,140.916667
CBI,Cape Barren Island,Cape Barren Island,Australia,AU,-31.983333,132.15
CQP,Cape Flattery,Cape Flattery,Australia,AU,-18.2,147.5
CRY,Carlton Hill,Carlton Hill,Australia,AU,-15.7,128.5
CVQ,Carnarvon,Carnarvon,Australia,AU,-24.883333,113.666667
CFP,Carpentaria Downs,Carpentaria Downs,Australia,AU,-18.783333,144.35
CTR,Cattle Creek,Cattle Creek,Australia,AU,-17.583333,131
CED,Ceduna,Ceduna,Australia,AU,-32.133333,133.683333
CES,Cessnock,Cessnock,Australia,AU,-32.083333,151.083333
CTL,Charleville,Charleville,Australia,AU,-26.416667,146.266667
CXT,Charters Towers,Charters Towers,Australia,AU,-20.05,146.266667
CBC,Cherrabun,Cherrabun,Australia,AU,-18.666667,125.366667
CRH,Cherribah,Cherribah,Australia,AU,-27.65,151.95
LLG,Chillagoe,Chillagoe,Australia,AU,-17.133333,144.533333
CCL,Chinchilla,Chinchilla,Australia,AU,-26.783333,150.616667
CXQ,Christmas Creek,Christmas Creek,Australia,AU,-18.916667,125.916667
KAH,City Heliport,Melbourne,Australia,AU,-37.716667,145
CMQ,Clermont,Clermont,Australia,AU,-22.866667,147.5
CVC,Cleve,Cleve,Australia,AU,-33.7,136.5
CFH,Clifton Hills,Clifton Hills,Australia,AU,-26.516667,139.45
CNJ,Cloncurry,Cloncurry,Australia,AU,-20.668611,140.504444
CZY,Cluny,Cluny,Australia,AU,-24.5,139.5
CAZ,Cobar,Cobar,Australia,AU,-31.533333,145.8
CNC,Coconut Island,Coconut Island,Australia,AU,-10.05,143.066667
CUQ,Coen,Coen,Australia,AU,-13.783333,143.116667
CFS,Coffs Harbour,Coffs Harbour,Australia,AU,-30.320556,153.116389
XCO,Colac,Colac,Australia,AU,-38.333333,143.583333
CRB,Collarenebri,Collarenebri,Australia,AU,-29.525833,148.575833
CIE,Collie,Collie,Australia,AU,-33.35,116.15
KCE,Collinsville,Collinsville,Australia,AU,-20.55,147.866667
CBX,Condobolin,Condobolin,Australia,AU,-33.066667,147.2
AYQ,Connellan,Ayers Rock,Australia,AU,-25.333333,131.033333
CPD,Coober Pedy,Coober Pedy,Australia,AU,-29.05,134.75
CDA,Cooinda,Cooinda,Australia,AU,-12.9,132.516667
CTN,Cooktown,Cooktown,Australia,AU,-15.45,145.183333
CLH,Coolah,Coolah,Australia,AU,-31.833333,149.7
COY,Coolawanyah,Coolawanyah,Australia,AU,-21.8,117.766667
COB,Coolibah,Coolibah,Australia,AU,-15.666667,130.966667
OOM,Cooma,Cooma,Australia,AU,-36.3,148.966667
COJ,Coonabarabran,Coonabarabran,Australia,AU,-31.333333,149.266667
CNB,Coonamble,Coonamble,Australia,AU,-30.983333,148.383333
CRJ,Coorabie,Coorabie,Australia,AU,-31.9,132.3
CMD,Cootamundra,Cootamundra,Australia,AU,-34.633333,148.05
ODL,Cordillo Downs,Cordillo Downs,Australia,AU,-26.833333,140.75
CWW,Corowa,Corowa,Australia,AU,-35.983333,146.35
CYG,Corryong,Corryong,Australia,AU,-36.25,147.9
CWR,Cowarie,Cowarie,Australia,AU,-27.716667,138.333333
CCW,Cowell,Cowell,Australia,AU,-33.666667,136.9
CWT,Cowra,Cowra,Australia,AU,-33.85,148.65
CSD,Cresswell Downs,Cresswell Downs,Australia,AU,-17.966667,135.916667
CKI,Croker Island,Croker Island,Australia,AU,-11.083333,132.5
CDQ,Croydon,Croydon,Australia,AU,-18.3,142.25
CUG,Cudal,Cudal,Australia,AU,-33.3,148.702778
CUY,Cue,Cue,Australia,AU,-27.45,117.916667
CMA,Cunnamulla,Cunnamulla,Australia,AU,-28.033333,145.616667
DBY,Dalby,Dalby,Australia,AU,-27.155278,151.267222
DGD,Dalgaranga,Dalgaranga,Australia,AU,-27.766667,117.033333
DVR,Daly River,Daly River,Australia,AU,-13.75,130.683333
DYW,Daly Waters,Daly Waters,Australia,AU,-16.266667,133.366667
NLF,Darnley Island,Darnley Island,Australia,AU,-9.566667,143.75
DRW,Darwin,Darwin,Australia,AU,-12.416667,130.866667
XJG,Darwin Railway,Darwin,Australia,AU,-33.1,-57.633333
DAJ,Dauan Island,Dauan Island,Australia,AU,-9.433333,142.516667
DVP,Davenport Downs,Davenport Downs,Australia,AU,-24.166667,141.083333
DDI,Daydream Is,Daydream Is,Australia,AU,-20.166667,148.183333
DLV,Delissaville,Delissaville,Australia,AU,-12.416667,130.341667
DDN,Delta Downs,Delta Downs,Australia,AU,-16.916667,141.3
DNM,Denham,Denham,Australia,AU,-25.916667,113.533333
DNQ,Deniliquin,Deniliquin,Australia,AU,-35.55,144.95
DRB,Derby,Derby,Australia,AU,-17.366667,123.65
DPO,Devonport,Devonport,Australia,AU,-41.166667,146.416667
DYM,Diamantina Lakes,Diamantina Lakes,Australia,AU,-23.866667,141.25
DRN,Dirranbandi,Dirranbandi,Australia,AU,-28.5,148.258333
DXD,Dixie,Dixie,Australia,AU,-15.166667,143.666667
DKV,Docker River,Docker River,Australia,AU,-24.866667,129.116667
DOX,Dongara,Dongara,Australia,AU,-29.25,114.933333
DMD,Doomadgee,Doomadgee,Australia,AU,-18,138.833333
DNG,Doongan,Doongan,Australia,AU,13.662778,122.3275
DRD,Dorunda Station,Dorunda Station,Australia,AU,-16.516667,142.366667
DFP,Drumduff,Drumduff,Australia,AU,-16,143.033333
DBO,Dubbo,Dubbo,Australia,AU,-32.217222,148.574722
DLK,Dulkaninna,Dulkaninna,Australia,AU,-29.016667,139.466667
DNB,Dunbar,Dunbar,Australia,AU,-16.083333,142.416667
DKI,Dunk Island,Dunk Island,Australia,AU,-17.933333,146.166667
SRR,Dunwich,Stradbroke Island,Australia,AU,47.266667,10.783333
DHD,Durham Downs,Durham Downs,Australia,AU,-27.066667,141.916667
DRR,Durrie,Durrie,Australia,AU,-25.6,140.25
DYA,Dysart,Dysart,Australia,AU,-22.533333,149.383333
